,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,living_density
13738,464000.0,3,2.5,1770,5146,2.0,0.0,3,8,1770,0,1992,0.0,98029,0.3439564710454722
1793,503000.0,4,2.5,2940,156988,2.0,0.0,3,9,1870,1070,1996,0.0,98014,0.0187275460544755
7793,615000.0,4,2.5,2150,9070,2.0,0.0,4,8,2150,0,1985,0.0,98052,0.237045203969129
8916,366000.0,3,2.5,1320,4320,1.0,0.0,3,6,660,660,1918,0.0,98106,0.3055555555555556
9959,290000.0,1,2.0,1240,4800,2.0,0.0,3,6,1240,0,1910,0.0,98055,0.25833333333333336
15304,334000.0,3,2.25,2000,7225,2.0,0.0,4,7,2000,0,1985,0.0,98030,0.2768166089965398
13751,350000.0,3,1.0,1010,11244,1.0,0.0,4,7,1010,0,1947,0.0,98155,0.08982568480967627
6718,305000.0,3,2.5,1260,1622,3.0,0.0,3,8,1260,0,2009,0.0,98133,0.7768187422934648
154,350000.0,1,1.0,700,5100,1.0,0.0,3,7,700,0,1942,0.0,98115,0.13725490196078433
11648,355000.0,3,1.0,1200,16000,1.0,0.0,3,7,1200,0,1970,0.0,98072,0.075
18388,235000.0,4,1.0,1500,6360,1.5,0.0,3,6,1500,0,1944,0.0,98178,0.2358490566037736
1845,520000.0,4,1.75,1240,4532,1.5,0.0,4,7,1240,0,1944,0.0,98117,0.2736098852603707
2663,456150.0,3,2.25,1750,12408,1.0,0.0,5,7,1150,600,1962,,98155,0.1410380399742102
17460,540000.0,3,2.5,2600,23361,1.5,1.0,3,8,2150,450,1912,0.0,98146,0.11129660545353366
14908,393000.0,4,2.0,1450,5456,1.0,0.0,5,7,1450,0,1951,0.0,98108,0.2657624633431085
11321,477500.0,3,2.0,1860,5146,2.0,0.0,3,8,1860,0,1991,0.0,98029,0.3614457831325301
18193,660000.0,3,3.25,1980,2850,3.0,0.0,3,7,1980,0,1987,0.0,98103,0.6947368421052632
16941,218000.0,3,1.5,1330,7600,1.0,0.0,4,7,1330,0,1968,,98023,0.175
17310,1630000.0,5,2.5,3090,16583,2.0,0.0,4,9,3090,0,1964,,98004,0.18633540372670807
20322,340000.0,2,1.5,1160,1438,2.0,0.0,3,7,1160,0,2001,0.0,98144,0.8066759388038943
3745,500000.0,3,3.25,1490,902,3.0,0.0,3,8,1220,270,2001,0.0,98102,1.6518847006651884
6443,900000.0,3,3.25,2620,7215,1.0,0.0,4,8,1770,850,1980,0.0,98004,0.36313236313236313
11167,477000.0,4,1.5,1380,7800,1.0,0.0,3,7,1080,300,1928,0.0,98125,0.17692307692307693
7018,378800.0,5,2.5,2740,5400,2.0,0.0,3,8,2740,0,2005,0.0,98031,0.5074074074074074
3139,215000.0,3,1.5,1410,8415,1.0,0.0,4,7,780,630,1982,0.0,98023,0.16755793226381463
13378,313100.0,3,2.0,1720,11875,1.0,0.0,5,6,1720,0,1905,0.0,98056,0.14484210526315788
8267,82000.0,3,1.0,860,10426,1.0,0.0,3,6,860,0,1954,0.0,98146,0.0824860924611548
20762,555000.0,3,3.5,2100,2479,2.0,0.0,3,9,1450,650,2011,,98118,0.8471157724889068
8648,286000.0,3,1.75,1770,9000,1.0,0.0,3,7,1090,680,1954,0.0,98168,0.19666666666666666
9565,396500.0,3,1.75,2390,7149,1.0,0.0,3,8,1350,1040,1955,0.0,98125,0.33431249125751855
20122,734000.0,4,2.5,2180,7204,2.0,0.0,3,8,2180,0,2014,0.0,98133,0.3026096612992782
6441,550000.0,3,1.75,1680,4800,1.0,0.0,4,7,1400,280,1960,0.0,98126,0.35
2979,385000.0,3,1.75,2160,5863,1.5,0.0,4,7,1260,900,1928,0.0,98144,0.3684120757291489
251,455000.0,4,2.5,3360,7685,2.0,0.0,3,9,3360,0,2001,0.0,98058,0.4372153545868575
10437,304950.0,2,1.0,670,6720,1.0,0.0,5,6,670,0,1942,,98126,0.09970238095238096
11472,500000.0,2,1.5,1520,8040,1.0,0.0,5,7,1520,0,1951,0.0,98125,0.1890547263681592
18217,230000.0,3,1.5,1330,9548,1.0,0.0,5,7,1330,0,1967,,98042,0.13929618768328444
8925,399950.0,3,1.0,1470,7930,1.0,0.0,3,7,1070,400,1950,0.0,98177,0.1853720050441362
7310,286000.0,4,1.5,1600,5750,2.0,0.0,4,6,1600,0,1902,0.0,98118,0.2782608695652174
2878,599950.0,4,1.75,2720,7810,1.0,0.0,3,8,1510,1210,1952,0.0,98115,0.34827144686299616
18568,688000.0,3,1.5,1760,4880,1.5,0.0,3,8,1290,470,1928,0.0,98136,0.36065573770491804
20237,607500.0,3,3.25,1530,1612,3.0,0.0,3,8,1530,0,2006,0.0,98107,0.9491315136476427
13557,394000.0,4,2.5,3000,9793,2.0,0.0,3,7,3000,0,2002,0.0,98038,0.30634126416828344
16710,442000.0,3,2.5,1980,39932,2.0,0.0,3,8,1980,0,1994,0.0,98011,0.04958429329860763
18930,497000.0,4,2.5,2240,7200,2.0,0.0,3,8,2240,0,1995,,98118,0.3111111111111111
12908,539000.0,3,1.5,1460,5040,1.0,0.0,3,7,1100,360,1971,0.0,98133,0.2896825396825397
9764,336500.0,3,1.0,1480,7284,1.0,0.0,3,7,970,510,1963,0.0,98133,0.2031850631521142
333,640000.0,2,1.0,1070,5000,1.0,0.0,3,7,1070,0,1924,0.0,98103,0.214
6031,650000.0,5,1.75,1260,4500,1.5,0.0,3,7,1260,0,1926,,98119,0.28
19398,215000.0,2,1.0,1240,7200,1.0,0.0,3,7,1240,0,1967,0.0,98168,0.17222222222222222
19303,279000.0,4,2.5,1810,13000,1.0,0.0,4,8,1470,340,1977,0.0,98022,0.13923076923076924
17393,1800000.0,5,3.25,3890,20005,1.0,0.0,3,10,2260,1630,1977,0.0,98004,0.1944513871532117
18627,439950.0,5,1.75,2190,7500,1.0,0.0,3,7,1290,900,1979,0.0,98133,0.292
17130,465000.0,3,1.5,1280,4720,1.0,0.0,4,7,850,430,1941,0.0,98126,0.2711864406779661
9559,300000.0,3,1.0,1150,7314,1.0,0.0,3,7,1150,0,1960,,98008,0.15723270440251572
2225,465000.0,3,1.75,1490,10757,1.0,0.0,3,7,1060,430,1966,0.0,98034,0.13851445570326298
16705,387000.0,3,1.0,1530,6372,1.0,0.0,3,7,1210,320,1962,0.0,98118,0.2401129943502825
5437,805000.0,5,3.0,2240,18265,2.0,0.0,4,8,2240,0,1963,0.0,98027,0.12263892690938955
15951,360000.0,3,1.5,1360,6000,1.0,0.0,3,6,860,500,1911,0.0,98103,0.22666666666666666
588,370000.0,3,2.25,2110,13300,2.0,0.0,4,8,2110,0,1985,0.0,98038,0.1586466165413534
9707,489000.0,4,1.0,1150,5217,1.5,0.0,3,7,1150,0,1951,0.0,98115,0.22043319915660342
2771,509250.0,3,2.5,2100,7600,1.0,0.0,4,7,1450,650,1980,0.0,98052,0.27631578947368424
16185,1290000.0,3,2.25,2440,9200,1.0,0.0,4,8,2440,0,1950,0.0,98105,0.26521739130434785
4230,780000.0,4,2.5,2270,13449,1.0,0.0,4,9,1310,960,1975,0.0,98040,0.16878578332961558
4290,537000.0,3,2.5,1550,12920,2.0,0.0,5,7,1550,0,1999,0.0,98033,0.11996904024767802
10917,360000.0,3,1.75,1520,12282,1.0,0.0,3,8,1220,300,1978,0.0,98155,0.12375834554632796
6429,647500.0,5,2.0,1760,21562,1.0,0.0,3,8,1560,200,1959,0.0,98028,0.0816250811613023
13044,110000.0,1,1.0,640,10280,1.0,0.0,2,5,640,0,1920,0.0,98126,0.0622568093385214
8872,269000.0,3,2.5,1730,6653,1.0,0.0,4,7,1360,370,1990,0.0,98042,0.2600330677889674
2405,968933.0,4,3.5,4120,7304,2.0,0.0,3,11,3070,1050,2006,0.0,98033,0.5640744797371303
9627,574500.0,4,1.5,1430,6380,1.5,0.0,4,9,1430,0,1930,,98125,0.22413793103448276
18649,249000.0,3,2.5,1850,7200,1.0,0.0,3,7,1500,350,1979,0.0,98023,0.2569444444444444
9039,450000.0,4,2.5,1900,9240,1.0,0.0,3,7,1900,0,1962,0.0,98007,0.20562770562770563
6677,359000.0,3,2.25,1990,4331,2.0,0.0,3,7,1990,0,1997,0.0,98056,0.4594781805587624
18718,229000.0,4,1.5,1820,22814,1.5,0.0,3,7,1820,0,1920,0.0,98125,0.07977557640045586
14094,442500.0,3,1.75,1800,10200,1.0,0.0,3,8,1800,0,1967,0.0,98058,0.17647058823529413
16328,280000.0,3,2.5,1600,4271,2.0,0.0,3,7,1600,0,2000,0.0,98001,0.3746195270428471
15620,265000.0,5,1.75,1580,5292,1.0,0.0,3,6,980,600,1913,,98118,0.29856386999244144
17233,696000.0,4,3.5,3650,38546,2.0,0.0,3,9,2550,1100,1996,0.0,98045,0.09469205624448711
10254,635000.0,4,2.5,2470,77550,1.0,0.0,4,7,2470,0,1987,0.0,98075,0.03185041908446164
2249,330000.0,3,1.0,1030,7620,1.0,0.0,3,7,1030,0,1953,0.0,98126,0.13517060367454067
7176,500000.0,4,1.0,1720,4011,1.5,0.0,4,7,1720,0,1904,0.0,98107,0.4288207429568686
2452,381000.0,3,2.5,1470,3999,2.0,0.0,3,7,1470,0,2003,0.0,98065,0.3675918979744936
6361,320000.0,4,1.75,1730,9520,1.0,0.0,4,7,1730,0,1971,0.0,98059,0.18172268907563024
2359,500000.0,4,2.75,2260,7209,1.0,0.0,3,7,1330,930,2002,0.0,98125,0.3134970176168678
2877,334000.0,3,2.25,1840,9781,2.0,0.0,3,7,1840,0,1989,0.0,98019,0.18811982414886003
19141,858000.0,4,3.5,4370,422967,1.0,0.0,4,10,2580,1790,1978,0.0,98022,0.010331775292162273
14718,236000.0,4,2.25,1830,9485,1.0,0.0,4,7,1200,630,1989,0.0,98023,0.1929362150764365
10703,415000.0,5,1.75,1960,3748,1.0,0.0,3,7,980,980,1965,0.0,98133,0.5229455709711847
8367,446000.0,2,1.5,1370,1221,2.0,0.0,3,8,1080,290,2008,0.0,98122,1.122031122031122
14911,671000.0,4,2.75,1890,1475,2.0,0.0,3,9,1200,690,2015,0.0,98199,1.2813559322033898
4294,1190000.0,3,1.5,2540,2700,2.0,0.0,4,8,1630,910,1922,,98119,0.9407407407407408
2204,250000.0,3,1.75,1770,8868,1.0,0.0,4,7,1770,0,1959,,98002,0.19959404600811909
16990,636100.0,3,1.0,1010,6000,1.5,0.0,3,7,1010,0,1919,1977.0,98119,0.16833333333333333
16255,664000.0,2,1.75,1720,5785,1.0,0.0,3,6,860,860,1948,2002.0,98118,0.29732065687121867
12233,600000.0,2,1.0,1370,5000,1.5,0.0,3,7,1370,0,1905,0.0,98107,0.274
1910,339950.0,3,2.0,1340,10200,1.5,0.0,3,7,1340,0,1953,0.0,98133,0.13137254901960785
7647,640000.0,4,2.5,2260,5172,2.0,0.0,3,9,2260,0,2004,0.0,98052,0.43696829079659705
5297,368500.0,5,2.75,2530,7601,1.0,0.0,3,7,1520,1010,1992,0.0,98188,0.33285094066570187
593,296000.0,4,2.5,1780,3600,2.0,0.0,3,7,1780,0,2006,0.0,98038,0.49444444444444446
13874,345000.0,2,1.5,1180,844,2.0,0.0,3,7,990,190,2005,0.0,98144,1.3981042654028435
18581,645500.0,4,2.5,2990,8622,2.0,0.0,3,9,2990,0,2000,0.0,98065,0.3467872883321735
16046,270000.0,3,2.25,2080,26574,1.0,0.0,3,7,1380,700,1993,,98002,0.07827199518326183
8641,510000.0,3,1.75,1920,43560,1.0,0.0,4,7,1340,580,1962,0.0,98074,0.0440771349862259
19661,785000.0,5,3.25,3660,11995,2.0,0.0,3,10,3660,0,2006,0.0,98065,0.3051271363067945
3711,240000.0,3,1.0,1270,12733,1.0,0.0,3,7,1270,0,1955,0.0,98188,0.09974083091180397
17414,345000.0,3,1.5,1390,13860,2.0,0.0,3,7,1390,0,1979,0.0,98045,0.10028860028860029
17940,342000.0,3,2.5,1740,2226,2.0,0.0,3,8,1320,420,2008,0.0,98106,0.7816711590296496
21196,552100.0,3,3.0,1330,1379,2.0,0.0,4,8,1120,210,2005,,98122,0.9644670050761421
21335,565000.0,2,1.75,1130,276170,1.0,0.0,3,8,1130,0,2006,0.0,98022,0.004091682659231633
16397,630000.0,5,2.0,2330,6783,1.0,0.0,3,7,1310,1020,1956,0.0,98115,0.3435058233819844
14318,537100.0,3,2.5,2450,7051,1.0,0.0,3,8,1870,580,1990,0.0,98056,0.34746844419231315
16172,475000.0,3,2.5,1700,9100,1.0,0.0,3,8,1160,540,1998,0.0,98126,0.18681318681318682
18556,240000.0,2,1.0,720,6345,1.0,0.0,3,6,720,0,1943,0.0,98106,0.11347517730496454
37,640000.0,4,2.0,2360,6000,2.0,0.0,4,8,2360,0,1904,0.0,98107,0.3933333333333333
4015,346150.0,3,2.0,2140,7200,1.0,0.0,4,8,1480,660,1966,0.0,98056,0.2972222222222222
233,213000.0,2,1.0,1000,10200,1.0,0.0,3,6,1000,0,1961,0.0,98024,0.09803921568627451
13243,2550000.0,4,3.0,4190,8805,2.5,0.0,5,9,3490,700,1928,0.0,98112,0.47586598523566154
7175,568000.0,3,1.75,2050,3520,1.0,0.0,4,7,1070,980,1977,0.0,98136,0.5823863636363636
15273,192000.0,2,1.0,700,10540,1.0,0.0,3,6,700,0,1953,,98166,0.06641366223908918
13816,400000.0,3,2.5,2020,3000,1.0,0.0,4,6,1010,1010,1910,,98118,0.6733333333333333
6951,210500.0,2,1.75,2040,8600,1.0,0.0,4,6,1430,610,1985,0.0,98003,0.2372093023255814
15598,370000.0,3,2.75,2120,7650,1.0,0.0,4,7,2120,0,1958,0.0,98056,0.27712418300653596
3773,1650000.0,5,4.0,3310,8400,2.0,0.0,3,10,3310,0,2000,,98033,0.39404761904761904
7267,440000.0,3,1.0,1040,4000,1.0,0.0,3,7,1040,0,1950,0.0,98122,0.26
15227,1150000.0,3,2.5,4190,9624,2.0,0.0,3,10,4190,0,1999,,98006,0.43536990856192853
17085,650000.0,4,2.75,2610,4160,3.0,0.0,5,8,1910,700,1910,0.0,98103,0.6274038461538461
5442,300000.0,2,1.75,2120,6350,1.0,0.0,4,6,1440,680,1924,0.0,98103,0.33385826771653543
21304,625000.0,4,2.75,3010,6854,2.0,0.0,3,9,2570,440,2012,0.0,98065,0.4391596148234608
11590,1110000.0,5,3.25,3350,4000,2.0,0.0,4,8,2510,840,1997,0.0,98105,0.8375
15619,319500.0,4,2.75,2500,5100,1.5,0.0,4,7,1420,1080,1907,0.0,98108,0.49019607843137253
18051,220000.0,4,2.5,2130,9100,1.0,0.0,3,8,1290,840,1978,0.0,98030,0.23406593406593407
13304,580000.0,2,1.0,1650,9780,1.0,0.0,3,7,950,700,1943,0.0,98199,0.1687116564417178
1210,470000.0,3,1.0,1170,4400,1.0,0.0,3,7,870,300,1951,0.0,98199,0.26590909090909093
4597,535000.0,2,1.0,980,4120,1.0,0.0,3,7,830,150,1950,2014.0,98115,0.23786407766990292
15870,300499.0,4,2.5,2150,7944,2.0,0.0,3,8,2150,0,1990,,98092,0.27064451158106745
13747,542000.0,4,2.5,2020,3440,1.5,0.0,4,7,1480,540,1928,0.0,98117,0.5872093023255814
19089,615000.0,2,1.75,2040,28593,1.5,1.0,4,7,2040,0,1919,1990.0,98070,0.07134613366907984
15218,359000.0,3,2.25,1650,7218,1.0,0.0,3,7,1230,420,1985,0.0,98133,0.228595178719867
16333,440000.0,3,1.75,1500,6180,1.0,0.0,4,6,1060,440,1947,0.0,98118,0.24271844660194175
17335,800000.0,5,1.75,1930,501376,2.0,0.0,3,7,1930,0,1930,0.0,98014,0.0038494064334950217
18565,435000.0,3,2.5,2260,5100,2.0,0.0,3,8,2260,0,2007,,98019,0.44313725490196076
16699,455000.0,4,2.5,2710,6558,2.0,0.0,3,9,2710,0,1997,0.0,98058,0.41323574260445256
5925,840000.0,4,3.5,3840,85728,2.0,0.0,3,11,3840,0,1998,0.0,98014,0.04479283314669653
4419,275000.0,3,2.5,3020,5868,2.0,0.0,3,7,3020,0,2003,0.0,98092,0.5146557600545331
14528,548000.0,4,1.75,1690,7794,1.0,0.0,3,7,1090,600,1968,0.0,98033,0.21683346163715678
2042,940000.0,4,3.0,2720,11740,1.0,0.0,5,9,2720,0,1957,0.0,98040,0.23168654173764908
16912,501000.0,3,1.75,1480,8667,1.0,0.0,5,7,740,740,1954,0.0,98006,0.170762662974501
7680,449950.0,3,2.5,1530,3840,2.0,0.0,3,8,1530,0,1994,0.0,98029,0.3984375
1599,895000.0,3,2.5,2500,7746,2.0,0.0,4,10,1910,590,1993,0.0,98112,0.3227472243738704
16863,750000.0,3,3.25,4610,81935,2.0,0.0,4,9,4610,0,1984,0.0,98074,0.0562641117959358
13010,182700.0,3,2.25,1740,6650,1.0,0.0,3,7,1240,500,1978,0.0,98023,0.26165413533834586
4588,851000.0,5,3.25,3760,9792,2.0,0.0,3,9,2550,1210,1984,0.0,98006,0.3839869281045752
1246,449000.0,2,1.75,1510,6852,1.0,0.0,3,8,1510,0,2005,0.0,98053,0.22037361354349094
4507,555000.0,4,2.0,1680,2600,1.0,0.0,5,7,840,840,1915,0.0,98107,0.6461538461538462
14358,280000.0,3,1.0,1720,9605,1.0,0.0,3,7,860,860,1969,0.0,98028,0.1790733992712129
12422,185000.0,3,1.0,1840,8100,1.0,0.0,4,7,920,920,1953,,98166,0.2271604938271605
17800,334500.0,3,2.5,1990,3694,2.0,0.0,3,8,1990,0,1989,,98042,0.5387114239306985
6829,190000.0,3,1.0,1040,8910,1.0,0.0,3,6,1040,0,1943,0.0,98168,0.11672278338945005
3502,635000.0,4,2.25,2750,6180,1.0,0.0,4,8,1500,1250,1948,0.0,98118,0.4449838187702265
399,269900.0,4,1.75,1530,8750,1.5,0.0,4,7,1530,0,1968,0.0,98058,0.17485714285714285
18644,618000.0,2,1.0,1890,4700,1.0,0.0,4,7,1030,860,1928,0.0,98107,0.4021276595744681
9868,1740000.0,4,2.25,2920,6513,2.0,0.0,4,9,2260,660,1937,0.0,98112,0.4483341010287118
4333,622000.0,3,2.25,1550,1919,3.0,0.0,3,8,1550,0,2003,0.0,98107,0.8077123501823866
12891,230000.0,2,1.0,870,7020,1.0,0.0,4,6,570,300,1942,0.0,98106,0.12393162393162394
9570,545000.0,3,2.5,1940,9775,1.0,0.0,3,8,1440,500,1975,0.0,98034,0.19846547314578006
19723,450000.0,3,2.5,2280,4557,2.0,0.0,3,8,2280,0,2010,0.0,98028,0.500329163923634
13305,570000.0,4,2.25,2380,36446,2.0,0.0,4,8,2380,0,1977,0.0,98077,0.06530209076441859
3583,310000.0,2,1.0,1560,4920,1.0,0.0,4,6,780,780,1947,,98125,0.3170731707317073
18537,720000.0,5,2.75,2860,5379,2.0,0.0,3,9,2860,0,2005,0.0,98052,0.5316973415132924
16883,972000.0,4,3.25,4010,13797,2.0,0.0,3,11,4010,0,2003,0.0,98059,0.2906428933826194
10628,440000.0,3,1.75,2350,7641,1.0,0.0,3,7,1510,840,1978,0.0,98034,0.307551367622039
2278,660000.0,3,3.0,2260,1825,2.0,0.0,3,8,1660,600,2002,0.0,98122,1.2383561643835617
12744,425000.0,2,1.0,540,2500,1.0,0.0,3,5,540,0,1905,0.0,98107,0.216
8607,540500.0,3,2.0,2800,185130,1.0,0.0,3,8,2320,480,1996,0.0,98038,0.01512450710311673
14252,229000.0,3,1.0,1010,12705,1.0,0.0,4,7,1010,0,1959,0.0,98003,0.07949626131444314
20312,389950.0,3,2.5,2283,3996,2.0,0.0,3,8,2283,0,2008,0.0,98031,0.5713213213213213
16895,635000.0,3,2.5,1780,11000,1.0,0.0,4,8,1210,570,1980,0.0,98006,0.1618181818181818
907,550000.0,5,2.75,2160,5720,1.0,0.0,5,7,1500,660,1950,,98144,0.3776223776223776
4787,937500.0,3,1.0,1320,8500,1.0,0.0,4,7,1320,0,1954,,98039,0.15529411764705883
14854,383000.0,4,2.0,1830,21183,1.0,0.0,4,7,1060,770,1966,,98059,0.0863900297408299
523,235000.0,4,1.5,1690,11054,1.0,0.0,4,5,1690,0,1930,0.0,98055,0.15288583318255836
14729,588000.0,4,2.25,2510,19550,1.0,0.0,4,9,1810,700,1977,0.0,98034,0.12838874680306905
20829,399995.0,3,1.5,1140,1069,3.0,0.0,3,8,1140,0,2005,0.0,98103,1.0664172123479887
20814,1750000.0,5,3.25,5790,12739,2.0,0.0,3,10,4430,1360,2014,,98006,0.45450977313760893
20131,345000.0,3,1.5,1420,1192,2.0,0.0,3,8,1140,280,2008,0.0,98144,1.191275167785235
16683,1150000.0,3,2.5,2100,15120,1.0,0.0,4,8,2100,0,1953,0.0,98004,0.1388888888888889
11935,1150000.0,4,3.0,4160,13170,2.0,0.0,3,11,3040,1120,2001,0.0,98059,0.31586940015186027
19204,539950.0,3,2.5,1330,2183,3.0,0.0,3,8,1330,0,2014,0.0,98117,0.6092533211177279
13590,585000.0,3,1.5,1670,5000,1.5,0.0,4,7,1670,0,1912,0.0,98117,0.334
6415,775000.0,4,2.0,3140,10875,1.0,0.0,3,7,1940,1200,1939,1969.0,98199,0.288735632183908
8471,340000.0,4,2.5,2170,19785,2.0,0.0,3,8,2170,0,1992,0.0,98031,0.1096790497851908
13861,284000.0,3,2.25,2080,2050,1.5,0.0,3,7,1550,530,2003,0.0,98042,1.0146341463414634
11679,299950.0,2,1.5,1390,1756,3.0,0.0,3,7,1390,0,2005,0.0,98133,0.7915717539863326
20807,1490000.0,4,3.5,3930,6120,2.0,0.0,3,10,3310,620,2007,0.0,98105,0.6421568627450981
7598,518000.0,4,3.0,2430,11670,1.0,0.0,4,7,1330,1100,1978,0.0,98034,0.20822622107969152
19510,1010000.0,4,2.75,2940,5400,1.5,0.0,5,8,1940,1000,1910,0.0,98119,0.5444444444444444
9982,655000.0,4,2.5,2990,5669,2.0,0.0,3,8,2990,0,2003,,98074,0.5274298818133709
3655,634000.0,3,2.5,2490,4904,2.0,0.0,3,9,2490,0,2003,0.0,98029,0.5077487765089723
7960,687500.0,2,1.0,1040,7200,1.0,0.0,4,6,1040,0,1955,0.0,98033,0.14444444444444443
13659,1030000.0,4,1.75,2110,6708,1.0,0.0,3,8,1410,700,1941,,98105,0.31454979129397737
6066,1100000.0,5,2.75,2890,22547,1.0,0.0,4,10,2150,740,1963,0.0,98040,0.12817669756508626
17640,450000.0,3,1.75,1390,11700,1.0,0.0,4,7,1390,0,1966,0.0,98033,0.1188034188034188
7337,922000.0,4,2.5,2620,14126,1.0,0.0,4,8,1620,1000,1941,0.0,98117,0.1854735947897494
15310,599000.0,5,2.75,2730,22572,1.0,0.0,3,7,2080,650,1968,1992.0,98075,0.12094630515683147
8048,450000.0,3,2.25,1420,13468,1.0,0.0,3,7,960,460,1976,,98033,0.10543510543510544
15991,747000.0,3,1.5,1710,5120,2.0,0.0,4,7,1710,0,1920,0.0,98115,0.333984375
11265,511000.0,5,2.5,3361,6983,2.0,0.0,3,10,3361,0,2006,0.0,98092,0.48131175712444507
8185,180000.0,2,1.0,800,9450,1.0,0.0,3,6,800,0,1958,0.0,98058,0.08465608465608465
11486,966000.0,5,4.5,3810,8019,2.0,0.0,3,10,3810,0,2008,0.0,98074,0.47512158623269735
8610,355000.0,1,1.75,750,20339,1.0,0.0,4,4,550,200,1946,,98059,0.03687496927085894
20463,290000.0,2,1.5,770,850,2.0,0.0,3,7,770,0,2006,0.0,98116,0.9058823529411765
20041,434900.0,3,2.0,1520,5040,2.0,0.0,3,7,1520,0,1977,2006.0,98177,0.30158730158730157
6360,817000.0,3,1.5,2310,3360,1.5,0.0,3,8,1790,520,1926,0.0,98119,0.6875
8962,392800.0,3,2.0,1080,11856,1.0,0.0,5,7,1080,0,1986,0.0,98033,0.09109311740890688
16200,275000.0,3,2.5,1830,7062,2.0,0.0,3,7,1830,0,1990,0.0,98023,0.25913338997451146
17470,270000.0,2,1.0,1150,3600,1.0,0.0,3,6,1150,0,1910,0.0,98144,0.3194444444444444
19207,675000.0,4,3.5,2550,3600,2.0,0.0,3,8,1880,670,1997,0.0,98177,0.7083333333333334
16091,587000.0,4,2.5,2550,6256,2.0,0.0,3,9,2550,0,1992,0.0,98072,0.4076086956521739
17518,500000.0,4,2.25,2050,7201,2.0,0.0,3,8,2050,0,1994,0.0,98033,0.28468268296069993
17825,269950.0,4,2.5,2060,13500,1.0,0.0,3,7,1260,800,1968,0.0,98042,0.15259259259259259
14071,450000.0,3,2.0,1510,43560,1.0,0.0,3,7,1510,0,1954,0.0,98077,0.03466483011937557
15159,805000.0,3,2.25,2860,11250,1.0,0.0,5,8,2290,570,1956,0.0,98166,0.25422222222222224
5280,460000.0,3,1.75,1520,7700,1.0,0.0,3,7,820,700,1969,0.0,98034,0.1974025974025974
7656,1270000.0,5,3.0,3950,9520,1.0,0.0,3,9,2250,1700,1953,2002.0,98004,0.41491596638655465
14827,952000.0,3,2.5,2450,4400,2.0,0.0,4,9,1800,650,1922,0.0,98102,0.5568181818181818
6019,920000.0,4,1.5,1850,3600,2.0,0.0,3,8,1660,190,1929,0.0,98112,0.5138888888888888
4030,365000.0,3,2.5,1780,1754,3.0,0.0,3,8,1780,0,2007,0.0,98126,1.014823261117446
4587,539000.0,4,2.5,2340,19850,2.0,0.0,3,9,2340,0,1993,,98155,0.11788413098236776
9121,575000.0,5,3.0,3690,49709,1.0,0.0,3,9,2690,1000,1960,0.0,98198,0.0742320304170271
4764,154000.0,2,1.0,1040,20524,1.0,0.0,3,6,1040,0,1949,1989.0,98014,0.05067238355096473
11341,289000.0,2,1.5,1010,1309,2.0,0.0,3,7,860,150,2007,,98118,0.771581359816654
15479,320000.0,6,2.75,2410,10763,1.0,0.0,5,7,1310,1100,1957,0.0,98188,0.22391526526061506
21331,338000.0,3,2.5,1690,1760,2.0,0.0,3,8,1410,280,2014,0.0,98106,0.9602272727272727
10687,705000.0,4,2.0,2040,5050,1.0,0.0,5,7,1160,880,1937,0.0,98115,0.403960396039604
14212,310000.0,2,1.5,1010,10005,2.0,0.0,3,7,1010,0,1981,0.0,98056,0.10094952523738131
7195,500000.0,4,4.5,2690,7350,1.5,0.0,5,7,2690,0,1949,0.0,98125,0.3659863945578231
7374,460000.0,3,1.75,1660,9900,2.0,0.0,3,8,1660,0,1978,0.0,98033,0.16767676767676767
6217,672000.0,3,2.25,1130,4445,1.5,0.0,4,8,1130,0,1930,0.0,98117,0.2542182227221597
20793,799900.0,4,4.0,3650,18223,2.0,0.0,3,9,3330,320,2013,0.0,98006,0.2002963288152335
13647,399000.0,3,1.75,1170,8148,1.0,0.0,3,7,1170,0,1952,0.0,98155,0.14359351988217967
17656,710000.0,4,2.25,2000,8068,2.0,0.0,5,8,2000,0,1976,0.0,98006,0.2478929102627665
4911,465000.0,2,1.5,1120,1201,3.0,0.0,3,8,1120,0,1999,0.0,98103,0.93255620316403
12294,196000.0,3,2.25,1510,9600,1.0,0.0,1,7,1090,420,1966,0.0,98028,0.15729166666666666
13719,322500.0,2,1.0,1130,8184,1.0,0.0,3,6,1130,0,1947,0.0,98155,0.13807429130009774
14476,250000.0,4,1.75,1510,5500,1.5,0.0,3,7,1510,0,1920,,98106,0.27454545454545454
17060,251000.0,3,1.75,1350,10125,1.0,0.0,3,8,1350,0,1967,,98003,0.13333333333333333
21527,459000.0,3,1.5,1160,1031,3.0,0.0,3,8,1160,0,2008,0.0,98103,1.125121241513094
18040,410000.0,4,2.5,1900,15123,2.0,0.0,3,8,1900,0,1995,0.0,98045,0.12563644779474972
20408,471500.0,3,2.5,2430,5866,2.0,0.0,3,7,2430,0,2009,0.0,98065,0.4142516195022162
1524,425000.0,3,2.25,1570,7475,1.0,0.0,4,7,1200,370,1983,0.0,98034,0.21003344481605352
15075,321000.0,3,2.5,2014,4500,2.0,0.0,3,7,2014,0,2005,0.0,98001,0.44755555555555554
